5000  0.015609
10000  0.046916
15000  0.103877
20000  0.18499
25000  0.288235
30000  0.412943
35000  0.567413
40000  0.731534
45000  0.930429
50000  1.14918
55000  1.39209
60000  1.64821
65000  1.9321
70000  2.24052
75000  2.57456
80000  2.9248
85000  3.30453
90000  3.70734
95000  4.12481
100000  4.57385
105000  5.04713
110000  5.54732
115000  6.04361
120000  6.5708
125000  7.15668
130000  7.83018
