5000  0.012015
10000  0.046744
15000  0.10421
20000  0.185996
25000  0.289399
30000  0.414853
35000  0.564073
40000  0.7369
45000  0.931608
50000  1.15214
55000  1.39114
60000  1.66452
65000  1.95342
70000  2.25399
75000  2.56955
80000  2.98409
85000  3.3545
90000  3.76746
95000  4.18016
100000  4.66244
105000  5.07966
110000  5.62303
115000  6.12454
120000  6.62737
125000  7.27596
130000  7.7878
