5000	0.003337
10000	0.013709
15000	0.029455
20000	0.052043
25000	0.081527
30000	0.117163
35000	0.159244
40000	0.207505
45000	0.262359
50000	0.327103
55000	0.395152
60000	0.473472
65000	0.551309
70000	0.64087
75000	0.734059
80000	0.838826
85000	0.942196
90000	1.06059
95000	1.17949
100000	1.30474
105000	1.44603
110000	1.58725
115000	1.73046
120000	1.88575
125000	2.04881
130000	2.21867
