5000  0.004331
10000  0.017292
15000  0.038918
20000  0.069193
25000  0.108318
30000  0.155677
35000  0.211944
40000  0.276744
45000  0.350057
50000  0.432203
55000  0.522914
60000  0.62426
65000  0.731072
70000  0.847806
75000  0.973192
80000  1.10858
85000  1.25174
90000  1.40325
95000  1.5642
100000  1.73165
105000  1.90912
110000  2.09489
115000  2.29082
120000  2.49488
125000  2.70857
130000  2.92592
